,patch,result,position,year,playoffs,game,playerid,gamelength,kills,deaths,assists,teamkills,teamdeaths,doublekills,triplekills,quadrakills,pentakills,firstblood,firstbloodkill,firstbloodassist,firstbloodvictim,team kpm,ckpm,firstdragon,dragons,opp_dragons,elementaldrakes,opp_elementaldrakes,infernals,mountains,clouds,oceans,dragons (type unknown),elders,opp_elders,firstherald,heralds,opp_heralds,firstbaron,barons,opp_barons,firsttower,towers,opp_towers,firstmidtower,firsttothreetowers,inhibitors,opp_inhibitors,damagetochampions,dpm,damageshare,damagetakenperminute,damagemitigatedperminute,wardsplaced,wpm,wardskilled,wcpm,controlwardsbought,visionscore,vspm,totalgold,earnedgold,earned gpm,earnedgoldshare,goldspent,gspd,total cs,minionkills,monsterkills,monsterkillsownjungle,monsterkillsenemyjungle,cspm,goldat10,xpat10,csat10,opp_goldat10,opp_xpat10,opp_csat10,golddiffat10,xpdiffat10,csdiffat10,killsat10,assistsat10,deathsat10,opp_killsat10,opp_assistsat10,opp_deathsat10,goldat15,xpat15,csat15,opp_goldat15,opp_xpat15,opp_csat15,golddiffat15,xpdiffat15,csdiffat15,killsat15,assistsat15,deathsat15,opp_killsat15,opp_assistsat15,opp_deathsat15,Cluster
7,8.01,1,mid,2018.0,0.0,1.5460526315789473,5.2368421052631575,2142.3903508771928,4.059210526315789,1.269736842105263,6.350877192982456,14.230263157894736,6.532894736842105,0.5372807017543859,0.08991228070175439,0.02412280701754386,0.010964912280701754,0.29605263157894735,0.1513157894736842,0.14473684210526316,0.06140350877192982,0.41650000000000026,0.5951752192982456,,,,,,,,,,,,,,,,,,,,,,,,0.5722543352601156,0.06936416184971098,21517.890350877195,594.792294736842,0.2798203635964914,384.7352412280709,313.4237575144511,18.885964912280702,0.5305168859649124,11.657894736842104,0.31961535087719295,5.9298245614035086,45.15028901734104,1.2336306358381504,15995.447368421053,11349.36403508772,320.5259877192986,0.22880280482456147,14338.23903508772,,352.765350877193,321.5921052631579,31.17324561403509,21.05043859649123,4.883771929824562,9.917589912280706,3530.9605263157896,4826.793859649123,90.99342105263158,3408.4802631578946,4744.912280701755,88.51973684210526,122.48026315789474,81.88157894736842,2.473684210526316,0.36403508771929827,0.3508771929824561,0.1600877192982456,0.20614035087719298,0.23026315789473684,0.26535087719298245,5663.666666666667,7731.096491228071,147.6951754385965,5377.475877192983,7550.372807017544,143.12938596491227,286.1907894736842,180.72368421052633,4.565789473684211,0.8157894736842105,0.8464912280701754,0.34210526315789475,0.5109649122807017,0.5372807017543859,0.5592105263157895,Cluster 2
17,8.02,1,mid,2018.0,0.0,1.4410774410774412,5.407407407407407,2174.949494949495,4.28956228956229,1.2087542087542087,6.430976430976431,14.65993265993266,6.94949494949495,0.5185185185185185,0.09090909090909091,0.010101010101010102,0.0,0.29292929292929293,0.13131313131313133,0.16161616161616163,0.06397306397306397,0.42386868686868706,0.6111814814814812,,,,,,,,,,,,,,,,,,,,,,,,0.3951612903225806,0.07258064516129033,23072.915824915824,625.628479797979,0.29090889831649835,401.2078454545455,332.5896479838707,19.653198653198654,0.541479797979798,10.084175084175085,0.27361043771043764,5.777777777777778,43.766129032258064,1.199355241935483,16144.353535353535,11431.872053872054,317.4771562289562,0.24143508080808093,14497.481481481482,,357.2962962962963,325.04040404040404,32.255892255892256,22.296296296296298,5.141414141414141,9.879930303030303,3523.5757575757575,4848.461279461279,92.11111111111111,3451.3569023569025,4779.13468013468,90.52188552188552,72.21885521885523,69.32659932659932,1.5892255892255893,0.30976430976430974,0.3367003367003367,0.15151515151515152,0.25252525252525254,0.16161616161616163,0.19865319865319866,5674.117845117845,7756.215488215488,148.56902356902356,5400.212121212121,7569.602693602694,145.1043771043771,273.9057239057239,186.6127946127946,3.4646464646464645,0.8215488215488216,0.8922558922558923,0.3400673400673401,0.5454545454545454,0.4478114478114478,0.5521885521885522,Cluster 2
27,8.03,1,mid,2018.0,0.0,1.4188790560471976,5.315634218289086,2157.4306784660766,4.330383480825959,1.1946902654867257,6.572271386430678,14.660766961651918,6.825958702064897,0.5457227138643068,0.10619469026548672,0.011799410029498525,0.0058997050147492625,0.32448377581120946,0.17404129793510326,0.1504424778761062,0.06489675516224189,0.42389144542772916,0.6075970501474929,,,,,,,,,,,,,,,,,,,,,,,,0.471976401179941,0.017699115044247787,22905.825958702066,626.984775221239,0.2927838554572269,394.4222598820062,339.96824660766947,20.244837758112094,0.5613858407079643,10.997050147492626,0.29900560471976423,6.867256637168142,45.37463126843658,1.246717699115044,16051.091445427728,11374.318584070796,318.7968407079646,0.2424462920353984,14363.085545722714,,355.1946902654867,323.80825958702064,31.386430678466077,21.36283185840708,5.126843657817109,9.906417994100295,3558.3982300884954,4878.899705014749,92.79941002949853,3435.8082595870205,4794.941002949852,91.05014749262537,122.58997050147492,83.95870206489676,1.7492625368731562,0.3687315634218289,0.32448377581120946,0.13864306784660768,0.15339233038348082,0.2182890855457227,0.25958702064896755,5680.1563421828905,7816.551622418879,150.42182890855457,5396.784660766962,7621.587020648967,146.58407079646017,283.37168141592923,194.9646017699115,3.837758112094395,0.7905604719764012,0.7905604719764012,0.2920353982300885,0.43952802359882004,0.5191740412979351,0.5634218289085545,Cluster 2
37,8.04,1,mid,2018.0,0.0,1.4973958333333333,5.369791666666667,2081.4114583333335,3.890625,1.328125,6.778645833333333,14.6484375,7.002604166666667,0.5286458333333334,0.08854166666666667,0.010416666666666666,0.0,0.3151041666666667,0.125,0.19010416666666666,0.046875,0.440221354166667,0.6350052083333333,,,,,,,,,,,,,,,,,,,,,,,,0.3493975903614458,0.05120481927710843,19946.752604166668,563.3780513020837,0.2698390729166667,403.748334375,366.99165993975913,19.828125,0.5730687499999999,9.260416666666666,0.26109296875000004,6.971354166666667,43.846385542168676,1.2438599397590366,15196.276041666666,10674.591145833334,310.3339770833334,0.23779875260416658,13628.606770833334,,332.1744791666667,302.0234375,30.151041666666668,20.59375,4.84375,9.6084640625,3523.2395833333335,4830.075520833333,90.83333333333333,3419.578125,4734.026041666667,89.04166666666667,103.66145833333333,96.04947916666667,1.7916666666666667,0.3411458333333333,0.4375,0.16927083333333334,0.22916666666666666,0.22135416666666666,0.2708333333333333,5623.122395833333,7752.151041666667,147.11197916666666,5358.104166666667,7514.309895833333,143.55989583333334,265.0182291666667,237.84114583333334,3.5520833333333335,0.7421875,1.0572916666666667,0.3671875,0.5052083333333334,0.578125,0.6145833333333334,Cluster 2
47,8.05,1,mid,2018.0,0.3295964125560538,1.9237668161434978,5.237668161434978,2066.3026905829597,4.569506726457399,1.336322869955157,6.979820627802691,15.809417040358744,7.484304932735426,0.6165919282511211,0.11883408071748879,0.026905829596412557,0.008968609865470852,0.32286995515695066,0.1681614349775785,0.1547085201793722,0.04932735426008968,0.47694843049327335,0.6881322869955163,,,,,,,,,,,,,,,,,,,,,,,,0.43561643835616437,0.024657534246575342,20544.614349775784,588.4261943946187,0.27233765470852,429.61676210762346,367.73583890410947,19.289237668161434,0.5632825112107623,8.408071748878923,0.23938542600896864,6.86322869955157,43.41917808219178,1.2431169863013705,15228.910313901346,10738.062780269058,314.08379820627806,0.23977463901345294,13559.455156950673,,326.75560538116594,295.86995515695065,30.885650224215247,20.466367713004484,5.109865470852018,9.518978026905833,3541.262331838565,4788.446188340808,90.43946188340807,3391.3497757847535,4702.278026905829,88.08744394618834,149.91255605381167,86.16816143497758,2.3520179372197307,0.45964125560538116,0.4282511210762332,0.19955156950672645,0.21076233183856502,0.2645739910313901,0.34080717488789236,5646.396860986547,7677.948430493274,145.87668161434976,5322.0739910313905,7467.85201793722,141.76233183856502,324.32286995515693,210.09641255605382,4.114349775784754,0.9551569506726457,1.0672645739910314,0.40582959641255606,0.5067264573991032,0.6188340807174888,0.679372197309417,Cluster 2
57,8.06,1,mid,2018.0,0.4584837545126354,2.0974729241877257,5.382671480144404,2059.115523465704,4.140794223826715,1.2779783393501805,6.555956678700361,15.19494584837545,7.386281588447654,0.48375451263537905,0.10469314079422383,0.007220216606498195,0.0,0.2815884476534296,0.13357400722021662,0.148014440433213,0.09386281588447654,0.4584028880866426,0.6663111913357396,,,,,,,,,,,,,,,,,,,,,,,,0.3686274509803922,0.03529411764705882,19768.523465703973,564.6497765342957,0.2693932274368231,403.08677689530674,318.48495764705893,20.0,0.5840252707581227,9.11913357400722,0.25704620938628153,7.317689530685921,44.4,1.2801686274509811,15162.357400722021,10686.151624548736,313.34541191335717,0.23875391696750892,13493.54512635379,,331.3393501805054,300.971119133574,30.36823104693141,20.332129963898918,4.425992779783393,9.655150180505414,3533.104693140794,4815.386281588448,91.38267148014441,3419.1335740072204,4709.548736462094,88.61732851985559,113.971119133574,105.83754512635379,2.765342960288809,0.36823104693140796,0.35379061371841153,0.19133574007220217,0.26353790613718414,0.26714801444043323,0.3285198555956679,5643.296028880866,7667.880866425993,146.75451263537906,5343.259927797834,7459.227436823105,142.5234657039711,300.03610108303246,208.65342960288808,4.231046931407942,0.8339350180505415,0.9494584837545126,0.37906137184115524,0.5234657039711191,0.6425992779783394,0.6678700361010831,Cluster 2
67,8.07,1,mid,2018.0,0.0,2.3333333333333335,5.777777777777778,2010.2222222222222,2.7777777777777777,2.0,6.0,13.777777777777779,6.333333333333333,0.2222222222222222,0.0,0.0,0.0,0.2222222222222222,0.0,0.2222222222222222,0.0,0.4207555555555555,0.6037,,,,,,,,,,,,,,,,,,,,,,,,0.5555555555555556,0.0,15615.777777777777,470.51756666666665,0.24008622222222226,469.19457777777785,389.2202,20.0,0.5955333333333334,6.777777777777778,0.19184444444444443,8.555555555555555,44.0,1.264677777777778,14190.888888888889,9814.222222222223,291.67425555555553,0.23168611111111106,12450.555555555555,,309.1111111111111,275.3333333333333,33.77777777777778,21.444444444444443,4.111111111111111,9.169911111111112,3224.8888888888887,4529.888888888889,84.88888888888889,3383.6666666666665,4657.222222222223,84.88888888888889,-158.77777777777777,-127.33333333333333,0.0,0.0,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.2222222222222222,0.1111111111111111,5217.777777777777,7308.0,138.0,5415.0,7345.111111111111,137.33333333333334,-197.22222222222223,-37.111111111111114,0.6666666666666666,0.3333333333333333,0.7777777777777778,0.7777777777777778,0.8888888888888888,0.7777777777777778,0.5555555555555556,Cluster 1
77,8.08,1,mid,2018.0,0.0,1.44,5.35,1992.68,4.1,1.56,6.84,16.45,8.08,0.42,0.04,0.01,0.0,0.28,0.17,0.11,0.05,0.5136770000000002,0.7539610000000002,,,,,,,,,,,,,,,,,,,,,,,,0.4,0.02,17430.64,522.3056749999998,0.24934911000000007,458.06809799999996,352.77684200000004,20.05,0.6013389999999998,6.36,0.19096199999999988,6.9,39.01,1.1683320000000001,14277.19,9936.56,300.89752500000003,0.22478308999999996,12580.46,,298.01,273.4,24.61,15.82,4.39,8.984231999999999,3508.69,4682.75,86.2,3339.72,4597.71,83.91,168.97,85.04,2.29,0.6,0.5,0.2,0.35,0.32,0.41,5574.21,7470.96,139.59,5207.33,7241.17,134.66,366.88,229.79,4.93,1.07,1.1,0.42,0.59,0.73,0.8,Cluster 0
87,8.09,1,mid,2018.0,0.0,1.0,4.666666666666667,2060.0,5.666666666666667,1.0,7.0,16.666666666666668,9.666666666666666,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.49459999999999993,0.7712333333333333,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.3333333333333333,18575.666666666668,542.2486666666667,0.25253366666666666,457.68429999999995,245.9120333333333,16.0,0.47280000000000005,6.333333333333333,0.18296666666666664,5.666666666666667,50.333333333333336,1.4377666666666666,15266.333333333334,10788.0,312.39090000000004,0.23901366666666668,13225.0,,314.3333333333333,274.3333333333333,40.0,21.666666666666668,8.0,9.056066666666666,3645.0,4816.333333333333,89.33333333333333,3156.0,4517.666666666667,82.33333333333333,489.0,298.6666666666667,7.0,1.0,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,5690.666666666667,7513.666666666667,140.33333333333334,4958.333333333333,6645.0,120.33333333333333,732.3333333333334,868.6666666666666,20.0,1.3333333333333333,2.3333333333333335,0.0,1.0,0.3333333333333333,1.3333333333333333,Cluster 0
97,8.1,1,mid,2018.0,0.0,1.0,5.857142857142857,2064.0,5.571428571428571,3.4285714285714284,6.571428571428571,19.571428571428573,13.428571428571429,0.8571428571428571,0.14285714285714285,0.0,0.0,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,0.5770714285714285,0.9562,,,,,,,,,,,,,,,,,,,,,,,,0.42857142857142855,0.0,20177.571428571428,578.6006285714286,0.2705157142857143,467.5474142857143,339.87244285714286,13.142857142857142,0.38452857142857144,4.285714285714286,0.12527142857142856,3.7142857142857144,38.42857142857143,1.1064,14863.714285714286,10377.42857142857,301.89391428571435,0.2261042857142857,13557.142857142857,,296.42857142857144,273.0,23.428571428571427,17.571428571428573,2.4285714285714284,8.571485714285714,3482.1428571428573,4756.857142857143,88.71428571428571,3392.714285714286,4762.285714285715,83.71428571428571,89.42857142857143,-5.428571428571429,5.0,0.5714285714285714,0.14285714285714285,0.42857142857142855,0.5714285714285714,0.14285714285714285,0.42857142857142855,5584.285714285715,7505.714285714285,140.57142857142858,5431.285714285715,7538.428571428572,133.28571428571428,153.0,-32.714285714285715,7.285714285714286,1.1428571428571428,1.0,1.2857142857142858,1.1428571428571428,1.2857142857142858,0.8571428571428571,Cluster 2
107,8.11,1,mid,2018.0,0.0,1.607361963190184,5.315950920245399,1897.9601226993866,4.0552147239263805,1.322085889570552,7.061349693251533,15.273006134969325,7.242331288343558,0.5245398773006135,0.10122699386503067,0.027607361963190184,0.0,0.2883435582822086,0.13190184049079753,0.15644171779141106,0.05828220858895705,0.49612024539877314,0.718205828220859,,,,,,,,,,,,,,,,,,,,,,,,0.3093220338983051,0.00847457627118644,15216.039877300613,476.4341886503062,0.2558940082822087,388.64671717791424,299.72876226993856,16.039877300613497,0.505434662576687,6.662576687116564,0.20632760736196326,6.049079754601227,37.93251533742331,1.1875113496932512,13553.306748466257,9405.89263803681,299.38456595092015,0.22654534049079764,12001.668711656443,,278.20245398773005,255.6564417177914,22.54601226993865,15.803680981595091,3.168711656441718,8.793959815950917,3432.969325153374,4588.021472392638,84.57668711656441,3280.993865030675,4458.984662576687,80.63496932515338,151.9754601226994,129.03680981595093,3.941717791411043,0.4386503067484663,0.549079754601227,0.22699386503067484,0.29141104294478526,0.29141104294478526,0.4171779141104294,5577.239263803681,7344.233128834356,135.9478527607362,5143.757668711656,7041.601226993865,128.98773006134968,433.4815950920245,302.6319018404908,6.960122699386503,1.0429447852760736,1.3190184049079754,0.4754601226993865,0.588957055214724,0.7177914110429447,0.8742331288343558,Cluster 1
117,8.12,1,mid,2018.0,0.0,1.3476394849785407,5.317596566523605,1968.0944206008583,4.386266094420601,1.3690987124463518,7.343347639484978,16.545064377682404,7.914163090128755,0.721030042918455,0.12446351931330472,0.02145922746781116,0.004291845493562232,0.2446351931330472,0.1072961373390558,0.13733905579399142,0.060085836909871244,0.5177678111587982,0.7516223175965665,,,,,,,,,,,,,,,,,,,,,,,,0.38626609442060084,0.02145922746781116,16626.115879828325,500.715234334764,0.2560346231759657,426.2075373390557,337.41392017167385,16.6480686695279,0.5050416309012875,6.858369098712446,0.2061751072961374,6.781115879828326,40.042918454935624,1.2100300429184547,14009.094420600859,9718.57939914163,299.9596828326181,0.22781943347639477,12425.171673819743,,283.81115879828326,261.7639484978541,22.047210300429185,14.88412017167382,3.2703862660944205,8.698153218884118,3415.8369098712446,4502.017167381974,82.52360515021459,3288.8540772532187,4426.935622317596,82.03862660944206,126.98283261802575,75.08154506437768,0.48497854077253216,0.4721030042918455,0.5665236051502146,0.21888412017167383,0.2875536480686695,0.31759656652360513,0.41630901287553645,5479.420600858369,7197.914163090129,132.93562231759657,5180.630901287554,7010.309012875537,131.57081545064378,298.78969957081546,187.60515021459227,1.3648068669527897,0.9828326180257511,1.3090128755364807,0.45493562231759654,0.6223175965665236,0.7553648068669528,0.8540772532188842,Cluster 1
127,8.13,1,mid,2018.0,0.0,1.5626134301270418,5.286751361161524,2029.2413793103449,4.303085299455535,1.442831215970962,6.840290381125227,16.259528130671505,8.049001814882033,0.5662431941923775,0.07985480943738657,0.010889292196007259,0.0018148820326678765,0.2577132486388385,0.12704174228675136,0.1306715063520871,0.06352087114337568,0.5012653357531761,0.7377834845735026,,,,,,,,,,,,,,,,,,,,,,,,0.3917748917748918,0.01948051948051948,17814.59346642468,522.8728190562613,0.2554602038112523,439.3327562613426,339.5622108892924,16.80399274047187,0.4977531760435573,7.399274047186933,0.21402087114337542,6.638838475499092,42.41016333938294,1.2431631578947366,14639.533575317604,10224.28493647913,305.120413067151,0.23598552196007272,13107.136116152451,,311.7949183303085,283.46,28.22323049001815,19.05989110707804,4.660617059891107,9.252157636363634,3444.4990925589836,4684.6860254083485,86.18330308529946,3317.266787658802,4579.814882032668,83.89655172413794,127.23230490018149,104.87114337568057,2.2867513611615244,0.4591651542649728,0.4319419237749546,0.2413793103448276,0.2885662431941924,0.3030852994555354,0.36116152450090744,5528.80943738657,7515.43557168784,139.5825771324864,5208.607985480944,7274.263157894737,135.1470054446461,320.20145190562613,241.17241379310346,4.43557168784029,0.9836660617059891,1.1270417422867514,0.4627949183303085,0.588021778584392,0.7386569872958257,0.7441016333938294,Cluster 0
137,8.14,1,mid,2018.0,0.0,1.4674418604651163,5.3023255813953485,2103.460465116279,4.1465116279069765,1.3651162790697675,6.267441860465116,15.474418604651163,7.681395348837209,0.4930232558139535,0.10232558139534884,0.01627906976744186,0.002325581395348837,0.25116279069767444,0.12790697674418605,0.12325581395348838,0.06511627906976744,0.45960674418604636,0.6767344186046511,,,,,,,,,,,,,,,,,,,,,,,,0.449468085106383,0.026595744680851064,18553.83023255814,524.7442158139532,0.26430279302325566,379.66291418604675,281.7130655813955,17.190697674418605,0.49002000000000007,7.741860465116279,0.21654255813953494,7.395348837209302,43.68372093023256,1.2355806976744177,15004.090697674419,10437.427906976744,300.77793046511624,0.23584290000000008,13440.95581395349,,324.22093023255815,296.4,27.82093023255814,19.3953488372093,4.306976744186047,9.288589534883721,3440.4511627906977,4726.6651162790695,86.77441860465116,3309.274418604651,4586.879069767442,83.72558139534884,131.1767441860465,139.78604651162792,3.0488372093023255,0.4325581395348837,0.4558139534883721,0.2186046511627907,0.2837209302325581,0.26046511627906976,0.3744186046511628,5494.390697674418,7557.976744186047,140.66511627906976,5205.688372093024,7309.932558139535,136.34418604651162,288.70232558139537,248.04418604651164,4.32093023255814,0.8767441860465116,1.041860465116279,0.4604651162790698,0.5581395348837209,0.627906976744186,0.7348837209302326,Cluster 0
147,8.15,1,mid,2018.0,0.21739130434782608,1.7173913043478262,5.154891304347826,2037.7255434782608,4.586956521739131,1.638586956521739,6.567934782608695,16.97826086956522,8.817934782608695,0.5652173913043478,0.08967391304347826,0.005434782608695652,0.002717391304347826,0.2826086956521739,0.15217391304347827,0.13043478260869565,0.08423913043478261,0.515302989130435,0.770229891304348,,,,,,,,,,,,,,,,,,,,,,,,0.42946708463949845,0.03134796238244514,18466.46195652174,537.263839130435,0.2614287451086958,425.08408668478256,314.380676902174,16.480978260869566,0.48307173913043505,7.244565217391305,0.20980815217391302,6.945652173913044,42.35326086956522,1.2340983695652166,14655.054347826086,10222.513586956522,302.8035853260871,0.2338563315217392,13032.703804347826,,307.74184782608694,282.1506849315069,25.679347826086957,17.61141304347826,4.239130434782608,9.091788219178088,3424.0815217391305,4682.899456521739,84.59239130434783,3294.2065217391305,4580.766304347826,82.42934782608695,129.875,102.13315217391305,2.1630434782608696,0.4891304347826087,0.4673913043478261,0.2798913043478261,0.3125,0.296195652173913,0.3967391304347826,5535.282608695652,7505.342391304348,137.6875,5183.755434782609,7260.353260869565,133.1576086956522,351.5271739130435,244.9891304347826,4.529891304347826,1.111413043478261,1.1195652173913044,0.532608695652174,0.6413043478260869,0.7119565217391305,0.842391304347826,Cluster 0
157,8.16,1,mid,2018.12927756654,0.6615969581749049,2.4372623574144487,5.300380228136882,2033.2509505703422,4.110266159695818,1.5285171102661597,6.7072243346007605,15.866920152091256,7.992395437262357,0.5095057034220533,0.08365019011406843,0.0038022813688212928,0.0038022813688212928,0.20152091254752852,0.09125475285171103,0.11026615969581749,0.10646387832699619,0.48079163498098865,0.7125992395437263,,,,,,,,,,,,,,,,,,,,,,,,0.44933920704845814,0.03524229074889868,18147.35741444867,531.8529220532322,0.2571033231939162,403.25510418250957,318.49363384030437,16.452471482889734,0.4824045627376427,7.08745247148289,0.206109885931559,6.984790874524715,41.30038022813688,1.2100220532319383,14500.471482889734,10077.011406844107,297.92680494296604,0.23707098859315592,12953.494296577946,,312.15209125475286,284.36501901140684,27.787072243346007,19.547528517110266,3.817490494296578,9.197771102661592,3362.174904942966,4645.072243346008,84.67300380228137,3325.7566539923955,4619.593155893536,84.18631178707224,36.41825095057034,25.479087452471482,0.4866920152091255,0.35361216730038025,0.41825095057034223,0.26996197718631176,0.2889733840304182,0.2623574144486692,0.29277566539923955,5366.281368821293,7429.7984790874525,138.12167300380227,5228.304182509506,7271.300380228137,135.0912547528517,137.97718631178708,158.49809885931558,3.03041825095057,0.7338403041825095,0.9771863117870723,0.5703422053231939,0.6539923954372624,0.6806083650190115,0.6692015209125475,Cluster 0
167,8.17,1,mid,2018.1596638655462,0.19327731092436976,1.7647058823529411,5.142857142857143,2029.2436974789916,3.8739495798319328,1.495798319327731,6.957983193277311,15.672268907563025,7.991596638655462,0.6050420168067226,0.10084033613445378,0.008403361344537815,0.0,0.23529411764705882,0.13445378151260504,0.10084033613445378,0.04201680672268908,0.4784554621848738,0.7102218487394955,,,,,,,,,,,,,,,,,,,,,,,,0.3949579831932773,0.01680672268907563,18142.51260504202,528.2214226890758,0.25645087394957977,453.56214957983207,341.2308344537816,16.45378151260504,0.48682941176470584,7.0588235294117645,0.20215798319327738,6.722689075630252,41.9327731092437,1.219036134453781,14459.52100840336,10044.252100840336,298.8393420168066,0.23508914285714277,12889.53781512605,,312.52100840336135,288.30252100840335,24.218487394957982,16.857142857142858,3.680672268907563,9.260057142857143,3393.176470588235,4683.924369747899,85.92436974789916,3341.8067226890757,4663.941176470588,86.60504201680672,51.36974789915966,19.983193277310924,-0.680672268907563,0.36134453781512604,0.3277310924369748,0.21008403361344538,0.21008403361344538,0.24369747899159663,0.25210084033613445,5447.403361344538,7465.117647058823,139.61344537815125,5221.27731092437,7329.0672268907565,138.16806722689077,226.12605042016807,136.05042016806723,1.4453781512605042,0.7478991596638656,1.0084033613445378,0.4117647058823529,0.5210084033613446,0.5546218487394958,0.6134453781512605,Cluster 0
